"STATISTIC","Statistic Label","TLIST(A1)","Year","C02935V03550","Airports in Ireland","C02191V04000","Country","C02354V02832","Direction","C02936V03551","Flight Type","UNIT","VALUE"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","GB99","Other UK (1)","3","Arrival","-","All flights","Thousand","21.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","GB99","Other UK (1)","3","Arrival","1","Scheduled","Thousand","21.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","GB99","Other UK (1)","3","Arrival","2","Unscheduled","Thousand","0.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","GB99","Other UK (1)","4","Departure","-","All flights","Thousand","22.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","GB99","Other UK (1)","4","Departure","1","Scheduled","Thousand","22.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","GB99","Other UK (1)","4","Departure","2","Unscheduled","Thousand","0.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","-","All directions","-","All flights","Thousand","126.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","-","All directions","1","Scheduled","Thousand","126.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","3","Arrival","-","All flights","Thousand","62.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","3","Arrival","1","Scheduled","Thousand","62.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","4","Departure","-","All flights","Thousand","64.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","4","Departure","1","Scheduled","Thousand","64.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IS","Iceland","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","-","All directions","-","All flights","Thousand","76"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","-","All directions","1","Scheduled","Thousand","75.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","-","All directions","2","Unscheduled","Thousand","0.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","3","Arrival","-","All flights","Thousand","37.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","3","Arrival","1","Scheduled","Thousand","37.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","4","Departure","-","All flights","Thousand","38.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","4","Departure","1","Scheduled","Thousand","38.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","NO","Norway","4","Departure","2","Unscheduled","Thousand","0.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","-","All directions","-","All flights","Thousand","1.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","-","All directions","1","Scheduled","Thousand","1.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","3","Arrival","-","All flights","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","3","Arrival","1","Scheduled","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","4","Departure","-","All flights","Thousand","0.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","4","Departure","1","Scheduled","Thousand","0.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RU","Russia","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","-","All directions","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","-","All directions","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","3","Arrival","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","3","Arrival","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","4","Departure","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","4","Departure","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","RS","Serbia","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","-","All directions","-","All flights","Thousand","391.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","-","All directions","1","Scheduled","Thousand","386.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","-","All directions","2","Unscheduled","Thousand","5.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","3","Arrival","-","All flights","Thousand","196.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","3","Arrival","1","Scheduled","Thousand","194.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","3","Arrival","2","Unscheduled","Thousand","2.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","4","Departure","-","All flights","Thousand","195"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","4","Departure","1","Scheduled","Thousand","192.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CH","Switzerland","4","Departure","2","Unscheduled","Thousand","2.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","-","All directions","-","All flights","Thousand","352.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","-","All directions","1","Scheduled","Thousand","352"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","-","All directions","2","Unscheduled","Thousand","0.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","3","Arrival","-","All flights","Thousand","180.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","3","Arrival","1","Scheduled","Thousand","179.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","3","Arrival","2","Unscheduled","Thousand","0.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","4","Departure","-","All flights","Thousand","172.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","4","Departure","1","Scheduled","Thousand","172.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TR","Turkiye","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","-","All directions","-","All flights","Thousand","101.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","-","All directions","1","Scheduled","Thousand","99.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","-","All directions","2","Unscheduled","Thousand","2.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","3","Arrival","-","All flights","Thousand","52.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","3","Arrival","1","Scheduled","Thousand","52.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","3","Arrival","2","Unscheduled","Thousand","0.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","4","Departure","-","All flights","Thousand","48.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","4","Departure","1","Scheduled","Thousand","46.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","OTHEUR3","Other Europe (3)","4","Departure","2","Unscheduled","Thousand","1.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","-","All directions","-","All flights","Thousand","28272.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","-","All directions","1","Scheduled","Thousand","27964"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","-","All directions","2","Unscheduled","Thousand","308.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","3","Arrival","-","All flights","Thousand","14206.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","3","Arrival","1","Scheduled","Thousand","14050.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","3","Arrival","2","Unscheduled","Thousand","155.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","4","Departure","-","All flights","Thousand","14066.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","4","Departure","1","Scheduled","Thousand","13913.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EUR48","Europe (48 Countries)","4","Departure","2","Unscheduled","Thousand","152.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","-","All directions","-","All flights","Thousand","3491.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","-","All directions","1","Scheduled","Thousand","3480"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","-","All directions","2","Unscheduled","Thousand","11.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","3","Arrival","-","All flights","Thousand","1716.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","3","Arrival","1","Scheduled","Thousand","1710.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","3","Arrival","2","Unscheduled","Thousand","5.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","4","Departure","-","All flights","Thousand","1775.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","4","Departure","1","Scheduled","Thousand","1769.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AM1","America","4","Departure","2","Unscheduled","Thousand","6.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","-","All directions","-","All flights","Thousand","466.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","-","All directions","1","Scheduled","Thousand","464.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","-","All directions","2","Unscheduled","Thousand","2.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","3","Arrival","-","All flights","Thousand","229.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","3","Arrival","1","Scheduled","Thousand","228.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","3","Arrival","2","Unscheduled","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","4","Departure","-","All flights","Thousand","237.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","4","Departure","1","Scheduled","Thousand","236.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","CA","Canada","4","Departure","2","Unscheduled","Thousand","1.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","-","All directions","-","All flights","Thousand","3023.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","-","All directions","1","Scheduled","Thousand","3015.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","-","All directions","2","Unscheduled","Thousand","8.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","3","Arrival","-","All flights","Thousand","1486.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","3","Arrival","1","Scheduled","Thousand","1482.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","3","Arrival","2","Unscheduled","Thousand","4.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","4","Departure","-","All flights","Thousand","1536.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","4","Departure","1","Scheduled","Thousand","1532.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","US","United States","4","Departure","2","Unscheduled","Thousand","3.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","-","All directions","-","All flights","Thousand","1.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","-","All directions","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","-","All directions","2","Unscheduled","Thousand","1.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","3","Arrival","-","All flights","Thousand","0.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","3","Arrival","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","3","Arrival","2","Unscheduled","Thousand","0.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","4","Departure","-","All flights","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","4","Departure","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAZR1","Other America (5)","4","Departure","2","Unscheduled","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","-","All directions","-","All flights","Thousand","78.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","-","All directions","1","Scheduled","Thousand","78.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","3","Arrival","-","All flights","Thousand","38.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","3","Arrival","1","Scheduled","Thousand","38.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","4","Departure","-","All flights","Thousand","40.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","4","Departure","1","Scheduled","Thousand","40.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA8","Africa (9)","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","-","All directions","-","All flights","Thousand","23.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","-","All directions","1","Scheduled","Thousand","23.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","3","Arrival","-","All flights","Thousand","11.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","3","Arrival","1","Scheduled","Thousand","11.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","4","Departure","-","All flights","Thousand","12.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","4","Departure","1","Scheduled","Thousand","12.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","EG","Eygpt","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","-","All directions","-","All flights","Thousand","55.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","-","All directions","1","Scheduled","Thousand","55.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","3","Arrival","-","All flights","Thousand","27"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","3","Arrival","1","Scheduled","Thousand","27"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","4","Departure","-","All flights","Thousand","28.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","4","Departure","1","Scheduled","Thousand","28.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","MA","Morocco","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","-","All directions","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","-","All directions","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","3","Arrival","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","3","Arrival","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","4","Departure","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","4","Departure","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","TN","Tunisia","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","-","All directions","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","-","All directions","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","3","Arrival","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","3","Arrival","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","4","Departure","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","4","Departure","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAA06","Other Africa (6)","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","-","All directions","-","All flights","Thousand","674.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","-","All directions","1","Scheduled","Thousand","671.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","-","All directions","2","Unscheduled","Thousand","2.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","3","Arrival","-","All flights","Thousand","342.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","3","Arrival","1","Scheduled","Thousand","340.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","3","Arrival","2","Unscheduled","Thousand","1.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","4","Departure","-","All flights","Thousand","332.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","4","Departure","1","Scheduled","Thousand","331.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZABH","Asia (8)","4","Departure","2","Unscheduled","Thousand","1.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","-","All directions","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","-","All directions","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","3","Arrival","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","3","Arrival","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","4","Departure","-","All flights","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","4","Departure","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","BH","Bahrain","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","-","All directions","-","All flights","Thousand","1.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","-","All directions","1","Scheduled","Thousand","0.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","-","All directions","2","Unscheduled","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","3","Arrival","-","All flights","Thousand","0.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","3","Arrival","1","Scheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","3","Arrival","2","Unscheduled","Thousand","0.5"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","4","Departure","-","All flights","Thousand","0.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","4","Departure","1","Scheduled","Thousand","0.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","IL","Israel","4","Departure","2","Unscheduled","Thousand","0.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","-","All directions","-","All flights","Thousand","455"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","-","All directions","1","Scheduled","Thousand","455"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","-","All directions","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","3","Arrival","-","All flights","Thousand","228.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","3","Arrival","1","Scheduled","Thousand","228.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","3","Arrival","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","4","Departure","-","All flights","Thousand","226.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","4","Departure","1","Scheduled","Thousand","226.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","AE","United Arab Emirates","4","Departure","2","Unscheduled","Thousand","0"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","-","All directions","-","All flights","Thousand","218.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","-","All directions","1","Scheduled","Thousand","216.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","-","All directions","2","Unscheduled","Thousand","2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","3","Arrival","-","All flights","Thousand","113.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","3","Arrival","1","Scheduled","Thousand","112.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","3","Arrival","2","Unscheduled","Thousand","1.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","4","Departure","-","All flights","Thousand","105.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","4","Departure","1","Scheduled","Thousand","104.4"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAB04","Other Asian countries (4)","4","Departure","2","Unscheduled","Thousand","0.9"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","-","All directions","-","All flights","Thousand","1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","-","All directions","1","Scheduled","Thousand","0.3"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","-","All directions","2","Unscheduled","Thousand","0.7"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","3","Arrival","-","All flights","Thousand","0.8"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","3","Arrival","1","Scheduled","Thousand","0.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","3","Arrival","2","Unscheduled","Thousand","0.6"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","4","Departure","-","All flights","Thousand","0.2"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","4","Departure","1","Scheduled","Thousand","0.1"
"TAA06C01","Passengers","2022","2022","EI0M","All main airports","ZZAD01","Oceania and Polar regions (1)","4","Departure","2","Unscheduled","Thousand","0.1"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","-","All directions","-","All flights","Thousand","2238.5"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","-","All directions","1","Scheduled","Thousand","2202.2"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","-","All directions","2","Unscheduled","Thousand","36.3"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","3","Arrival","-","All flights","Thousand","1120.3"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","3","Arrival","1","Scheduled","Thousand","1102.2"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","3","Arrival","2","Unscheduled","Thousand","18.1"
"TAA06C01","Passengers","2022","2022","EICK","Cork","-","All Countries","4","Departure","-","All flights","Thousand","1118.2"
